epoch:0 loss:45.58136899769306
epoch:1 loss:3.5507277748547494
epoch:2 loss:3.0836687688715756
epoch:3 loss:2.648764666635543
epoch:4 loss:2.5405949724372476
epoch:5 loss:2.610023597255349
epoch:6 loss:2.3519990602508187
epoch:7 loss:2.408795317169279
epoch:8 loss:2.296809784602374
epoch:9 loss:2.8598860916681588
epoch:10 loss:2.2792158473748714
epoch:11 loss:1.969865158200264
epoch:12 loss:1.8860765900462866
epoch:13 loss:1.8206177281681448
epoch:14 loss:1.6261319352779537
epoch:15 loss:2.155878890771419
epoch:16 loss:1.4656359464861453
epoch:17 loss:1.3133991158101708
epoch:18 loss:1.2043909404892474
epoch:19 loss:1.1492639975622296
epoch:20 loss:1.209476874792017
epoch:21 loss:1.106554692843929
epoch:22 loss:1.0273526349337772
epoch:23 loss:0.9556582442019135
epoch:24 loss:0.932556995539926
epoch:25 loss:0.8416168644325808
epoch:26 loss:0.8078206346835941
epoch:27 loss:0.7609921644907445
epoch:28 loss:0.9375738988164812
epoch:29 loss:0.7479337614495307
epoch:30 loss:0.6578694534255192
epoch:31 loss:0.765591689501889
epoch:32 loss:0.6522935908287764
epoch:33 loss:0.5759229797986336
epoch:34 loss:0.6062386924750172
epoch:35 loss:0.5515421124873683
epoch:36 loss:0.5690256166853942
epoch:37 loss:0.5179813776630908
epoch:38 loss:1.068401373573579
epoch:39 loss:0.5487972209812142
epoch:40 loss:0.46420678606955335
epoch:41 loss:0.4877237462787889
epoch:42 loss:0.4412058288580738
epoch:43 loss:0.47381733206566423
epoch:44 loss:0.5293003836413845
epoch:45 loss:0.4815669960808009
epoch:46 loss:0.7249689013697207
epoch:47 loss:0.5046907141222619
epoch:48 loss:0.40016914444277063
epoch:49 loss:0.37589688564185053
epoch:50 loss:0.36088505759835243
epoch:51 loss:0.36342633358435705
epoch:52 loss:0.33517752768239006
epoch:53 loss:0.34802170790499076
epoch:54 loss:0.3304361689952202
epoch:55 loss:0.3236430831020698
epoch:56 loss:0.38211066176882014
epoch:57 loss:0.31720100532402284
epoch:58 loss:0.3090851682063658
epoch:59 loss:0.2933672700310126
epoch:60 loss:0.2705234440800268
epoch:61 loss:0.2761791837401688
epoch:62 loss:0.4665259310568217
epoch:63 loss:0.5130510554881766
epoch:64 loss:0.27648681952268817
epoch:65 loss:0.23050173695082776
epoch:66 loss:0.2189538106904365
epoch:67 loss:0.22636486889678054
epoch:68 loss:0.24235070566646755
epoch:69 loss:0.21038246602984145
epoch:70 loss:0.20550952876510564
epoch:71 loss:0.21109908251673914
epoch:72 loss:0.20864242425886914
epoch:73 loss:0.2024373856256716
epoch:74 loss:0.19349998448160477
epoch:75 loss:0.1832185804960318
epoch:76 loss:0.20185814250726253
epoch:77 loss:0.19023015239508823
epoch:78 loss:0.1863835142867174
epoch:79 loss:0.18319227639585733
epoch:80 loss:0.18663595308316872
epoch:81 loss:0.16406669923162553
epoch:82 loss:0.1683303506433731
epoch:83 loss:0.17163104671635665
epoch:84 loss:0.141189758956898
epoch:85 loss:0.14596772223012522
epoch:86 loss:0.14195961224322673
epoch:87 loss:0.15565628578769974
epoch:88 loss:0.13443722686497495
epoch:89 loss:0.17807756082038395
epoch:90 loss:0.13306542218197137
epoch:91 loss:0.14671373803867027
epoch:92 loss:0.11438873094448354
epoch:93 loss:0.1166178813582519
epoch:94 loss:0.12363694616942666
epoch:95 loss:0.11169675062410533
epoch:96 loss:0.1060964726129896
epoch:97 loss:0.09933884132624371
epoch:98 loss:0.13906134481658228
epoch:99 loss:0.11654411783092655
epoch:100 loss:0.10246333971736021
epoch:101 loss:0.10095073371485341
epoch:102 loss:0.13667482092569117
epoch:103 loss:0.10188265328179114
epoch:104 loss:0.09681180911138654
epoch:105 loss:0.1612338561390061
epoch:106 loss:0.08560792535718065
epoch:107 loss:0.099146693777584
epoch:108 loss:0.08113491422409425
epoch:109 loss:0.08570581601088634
epoch:110 loss:0.08001783695362974
epoch:111 loss:0.11658929320401512
epoch:112 loss:0.12115058438212145
epoch:113 loss:0.06939108572260011
epoch:114 loss:0.07970689752983162
epoch:115 loss:0.07691244700254174
epoch:116 loss:0.0723149839832331
epoch:117 loss:0.07230996646103449
epoch:118 loss:0.0854095472896006
epoch:119 loss:0.07884886061947327
epoch:120 loss:0.0595788380378508
epoch:121 loss:0.06903925666119903
epoch:122 loss:0.07839460741524817
epoch:123 loss:0.14490841719089076
